"","custid","region","townsize","gender","age","agecat","birthmonth","ed","edcat","jobcat","union","employ","empcat","retire","income","inccat","debtinc","creddebt","othdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","hometype","address","addresscat","cars","carown","cartype","carvalue","carcatvalue","carbought","carbuy","commute","commutecat","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","cardtenurecat","card2","card2type","card2benefit","card2fee","card2tenure","card2tenurecat","carditems","cardspent","card2items","card2spent","active","bfast","tenure","churn","longmon","longten","tollfree","tollmon","tollten","equip","equipmon","equipten","callcard","cardmon","cardten","wireless","wiremon","wireten","multline","voice","pager","internet","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","lujo_si"
"953","7067-JPCCIH-NMD","2","2","1",46,"4","Marzo",8,"1","3","0",12,"4","0",44,"2",8.2,1.482888,2.125112,"0","3","1",8,"1",2,8,1,0,0,0,0,0,7,"0","1",7,"2",3,"1","1",27.4,"2","1","0","1","1",21,"1","1","0","0","1","0","0","0","0","0","4","7","1","0","0","3","4","4","0",6,3,"2","4","2","0",12,4,17,263.72,2,33.47,"0","3",24,"0",7.9,212.85,"1",22.5,530.75,"0",0,0,"1",12.25,295,"0","0",0,"0","0","0","0","1","1","1","0","0","1",15,"1","1","1","0","0","0","0","0","0","1","0","0","0"
"954","1987-BENLKO-AF6","4","4","0",41,"4","Marzo",14,"2","1","0",12,"4","0",63,"3",2.6,0.296478,1.341522,"0","3","0",-1,"-1",4,14,3,2,0,0,0,0,9,"0","2",13,"3",0,"-1","-1",-1,"-1","-1","0","8","4",25,"0","0","0","0","0","0","0","1","0","0","9","3","0","0","0","5","1","3","0",18,5,"3","3","4","0",12,4,14,386.93,7,201.37,"0","1",36,"1",13.05,495.25,"0",0,0,"1",32.75,1147.35,"1",21.25,765,"0","0",0,"0","0","0","1","0","0","0","0","0","1",15,"1","1","1","0","1","0","1","0","1","0","0","0","0"
"955","8494-RXQCFW-OWC","2","4","0",49,"4","Octubre",19,"4","1","0",11,"4","0",150,"5",11.1,5.61105,11.03895,"1","4","0",-1,"-1",2,9,0,0,0,0,0,0,9,"1","1",14,"3",2,"1","0",69.8,"3","1","0","1","1",29,"1","0","1","0","1","0","0","1","0","0","9","5","0","0","1","1","4","1","0",10,3,"4","2","4","1",7,3,11,466.69,8,243.9,"1","1",24,"1",13.3,289.35,"0",0,0,"1",30.55,602.35,"0",0,0,"0","0",0,"1","0","0","4","0","0","0","0","1","1",16,"1","1","1","0","1","0","0","0","1","0","0","1","1"
"956","1251-AVSPOX-JQQ","5","5","0",68,"6","Julio",14,"2","2","0",9,"3","0",13,"1",13.8,0.794742,0.999258,"0","2","1",16,"3",2,1,1,0,0,0,0,0,0,"1","1",36,"5",2,"0","1",8.2,"1","0","0","6","3",25,"1","1","1","0","1","1","0","0","1","0","9","6","1","0","0","4","3","3","0",18,5,"1","4","3","0",11,4,15,304.88,5,45.55,"0","3",46,"1",8.55,417.7,"1",27.25,1325.8,"1",59.05,2623.95,"1",63.25,2825,"1","34.85",1608.85,"1","1","1","1","1","1","1","1","0","1",31,"1","1","0","1","1","1","0","1","1","0","1","0","0"
"957","1167-QQWVVB-6PL","2","3","0",39,"4","Octubre",13,"2","6","0",15,"4","0",51,"3",3.6,0.378216,1.457784,"0","4","0",-1,"-1",2,6,0,0,0,0,0,0,6,"0","1",15,"3",0,"-1","-1",-1,"-1","-1","0","4","3",24,"0","0","0","1","0","0","0","0","0","0","9","1","1","1","1","3","4","1","0",21,5,"2","3","1","1",21,5,11,492.39,4,176.21,"0","1",69,"0",31.7,2221.6,"1",28.5,2154.95,"1",47.8,3274.55,"1",33.75,2275,"0","0",0,"1","0","0","3","1","1","1","0","0","1",18,"1","1","1","0","1","1","0","0","1","0","0","0","0"
"958","4680-FBVXJX-J6D","4","1","1",23,"2","Enero",17,"4","2","0",0,"1","0",39,"2",27.9,2.818179,8.062821,"1","2","1",12,"2",4,8,1,0,0,0,0,0,7,"0","2",1,"1",2,"1","1",20.4,"2","1","0","1","1",13,"1","0","1","0","0","0","0","0","0","1","9","4","1","0","0","4","2","1","0",5,2,"1","1","3","0",5,2,7,155.64,5,98.81,"1","3",25,"1",14.05,354.25,"1",19,505.9,"1",41.35,1069.25,"1",33.5,825,"1","48",1156.2,"1","1","1","4","1","1","1","1","1","1",21,"1","1","1","1","1","1","0","1","0","0","0","0","0"
"959","2743-GECIYJ-E92","4","3","1",57,"5","Marzo",15,"3","3","0",16,"5","1",31,"2",4.3,0.543864,0.789136,"0","4","0",-1,"-1",1,1,1,0,0,0,0,0,0,"0","2",12,"3",2,"0","1",13.8,"1","0","0","8","4",26,"0","0","0","0","1","0","0","1","0","1","9","4","1","0","1","3","4","4","0",15,4,"2","3","4","0",12,4,12,239.13,8,147.32,"1","1",52,"0",11.95,620.3,"1",30.75,1600.6,"0",0,0,"1",12.25,630,"0","0",0,"0","0","0","0","1","1","1","1","0","1",14,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"960","8011-IQJATY-42A","5","5","0",20,"2","Diciembre",12,"2","2","0",0,"1","0",13,"1",5.2,0.284596,0.391404,"0","1","0",-1,"-1",2,3,1,0,0,2,0,0,0,"1","2",0,"1",1,"1","0",7.8,"1","0","0","7","4",34,"0","0","0","1","1","0","1","0","0","0","9","5","1","0","0","4","2","4","1",2,2,"1","3","2","0",2,2,8,176.14,6,189.97,"1","1",27,"0",5,131.6,"1",16.25,433.75,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","1","1","1","0","1",26,"0","0","1","0","0","0","0","0","1","0","0","0","0"
"961","6103-QUWYSH-L52","2","2","0",55,"5","Marzo",17,"4","5","0",19,"5","0",146,"5",21.1,16.419598,14.386402,"1","5","0",-1,"-1",1,3,3,0,0,0,0,0,0,"0","2",25,"4",3,"1","0",50.6,"3","1","0","1","1",28,"1","0","0","1","0","0","0","0","0","1","9","4","0","0","0","1","4","2","0",28,5,"4","1","2","1",21,5,14,543.07,7,253.46,"0","1",59,"0",16.55,880.25,"0",0,0,"1",38.4,2246.05,"1",17.75,1125,"1","32.8",2004.9,"1","1","1","3","1","1","1","1","0","1",17,"1","1","1","0","1","0","0","0","1","0","1","0","1"
"962","3622-JHDLVP-V1E","1","1","1",48,"4","Enero",19,"4","3","0",12,"4","0",121,"4",6.5,2.24939,5.61561,"0","5","0",-1,"-1",1,13,2,2,0,0,0,0,9,"1","1",8,"3",0,"-1","-1",-1,"-1","-1","1","4","3",20,"0","0","0","1","1","0","0","0","0","0","9","5","1","0","1","4","3","2","0",4,2,"3","3","4","0",4,2,12,261.91,4,105.52,"1","3",17,"1",4.65,75.95,"1",19.75,341.05,"1",55.8,843.15,"1",17.25,260,"1","68.6",1182.25,"1","1","1","4","1","1","1","1","1","1",15,"1","1","1","1","1","1","1","1","0","0","0","0","0"
"963","4126-XKUKFQ-F2P","5","1","1",51,"5","Febrero",18,"4","1","0",3,"2","0",31,"2",14.9,1.639745,2.979255,"0","4","1",17,"4",2,4,0,0,0,0,0,0,4,"1","3",26,"5",2,"1","1",14.2,"1","1","0","5","3",25,"1","0","0","1","1","1","0","1","0","0","9","6","1","1","0","4","2","3","0",28,5,"3","2","3","0",23,5,8,73.13,1,15.37,"1","2",54,"1",15.85,933.65,"0",0,0,"1",27.8,1462.1,"1",16,895,"0","0",0,"1","0","0","0","0","0","0","0","0","1",18,"1","1","1","0","1","0","0","0","0","0","0","0","0"
"964","2941-ZKRIUU-4G1","5","5","1",27,"3","Mayo",18,"4","6","0",2,"2","0",44,"2",8.5,1.02102,2.71898,"1","4","1",16,"3",5,5,1,0,0,0,0,0,4,"0","2",5,"2",1,"1","1",21.2,"2","0","1","5","3",25,"0","0","0","0","1","0","1","0","1","1","9","4","0","0","1","2","1","4","0",4,2,"4","4","2","0",2,2,7,81.65,2,35.6,"0","3",11,"0",7.6,62.8,"0",0,0,"1",31.4,320.35,"0",0,0,"0","0",0,"0","1","0","3","0","0","0","1","1","1",25,"1","1","1","1","1","1","0","0","0","0","0","0","0"
"965","9426-VSZIPN-YAH","3","1","1",76,"6","Diciembre",14,"2","5","0",27,"5","1",10,"1",12.1,0.67881,0.53119,"0","4","1",10,"1",2,5,2,0,0,0,0,0,3,"0","2",40,"5",1,"1","1",5.9,"1","1","0","10","5",21,"1","0","0","0","0","0","0","0","0","1","9","6","0","0","0","2","1","4","0",37,5,"3","3","2","0",25,5,2,36.68,0,0,"0","2",70,"0",15.9,1143.2,"0",0,0,"0",0,0,"1",40.25,2770,"0","0",0,"1","0","0","0","0","0","0","0","0","1",16,"1","1","1","0","0","0","0","0","1","0","0","0","0"
"966","9029-DRMTGS-4IS","1","1","1",30,"3","Febrero",20,"5","2","0",1,"1","0",27,"2",20.6,2.53071,3.03129,"1","3","0",-1,"-1",3,6,2,0,0,0,0,0,4,"1","1",5,"2",4,"1","1",15.2,"1","0","0","1","1",17,"1","0","1","1","1","0","0","0","0","0","9","4","0","0","0","1","3","2","1",5,2,"3","4","2","0",1,1,7,189.52,7,207.97,"0","3",7,"0",3.85,28,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",18,"1","1","1","0","0","1","1","0","0","0","0","0","0"
"967","6997-CRENDL-LN4","2","3","1",67,"6","Febrero",17,"4","3","0",14,"4","0",34,"2",10,2.499,0.901,"0","3","0",-1,"-1",3,0,0,0,0,0,0,0,0,"1","1",38,"5",2,"0","0",23.3,"2","0","1","1","1",31,"1","0","0","0","0","0","0","0","0","0","1","4","0","0","1","3","1","1","0",29,5,"4","3","4","0",24,5,13,251.44,3,36.15,"1","1",62,"0",8.45,529.95,"1",15,918.9,"0",0,0,"1",30,1890,"0","0",0,"1","0","1","0","0","0","1","1","1","1",26,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"968","8621-DROOEF-9Q9","4","2","1",42,"4","Marzo",16,"3","1","0",5,"2","0",92,"4",5.1,2.308464,2.383536,"0","2","1",12,"2",2,3,1,0,0,0,0,0,2,"1","3",9,"3",3,"1","0",45.6,"3","0","0","1","1",26,"1","0","0","0","1","0","0","0","1","0","2","6","1","1","0","4","1","4","0",17,5,"1","2","4","0",13,4,12,542.19,5,146.45,"0","3",36,"0",14.85,569.85,"0",0,0,"1",32.3,1081.25,"0",0,0,"0","0",0,"1","0","0","0","0","1","1","1","0","1",16,"1","1","1","0","0","1","1","0","1","0","0","0","1"
"969","6133-XTQTRF-L11","4","2","0",24,"2","Diciembre",14,"2","2","0",1,"1","0",25,"2",2.4,0.0588,0.5412,"0","2","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",4,"2",2,"1","1",13,"1","0","0","1","1",19,"1","1","0","0","0","0","0","0","0","0","1","5","0","0","1","4","4","3","0",4,2,"1","1","3","0",4,2,18,765.05,4,138.42,"0","1",16,"1",2.7,44.4,"0",0,0,"0",0,0,"1",11.5,190,"0","0",0,"0","0","0","0","0","0","0","0","0","1",25,"1","1","1","0","1","1","1","0","0","0","1","0","0"
"970","2607-JYHQAJ-PXS","5","3","0",42,"4","Mayo",10,"1","3","0",10,"3","0",38,"2",9.7,1.12423,2.56177,"0","3","1",7,"1",3,2,0,2,0,0,0,0,0,"1","1",17,"4",3,"1","1",14.9,"1","0","0","1","1",35,"1","0","1","0","0","0","0","1","0","0","9","6","0","0","1","4","3","2","0",24,5,"3","4","1","0",25,5,13,342.44,5,167.2,"1","3",64,"0",14.8,955.8,"0",0,0,"0",0,0,"1",9,525,"0","0",0,"0","0","0","0","0","0","1","1","0","1",24,"1","1","1","0","0","0","0","0","1","1","0","1","0"
"971","7708-JKGOBB-U97","3","2","0",67,"6","Febrero",13,"2","5","0",36,"5","0",95,"4",10.8,2.98566,7.27434,"0","5","0",-1,"-1",1,8,2,0,0,0,0,0,6,"1","1",25,"4",1,"1","1",44.9,"3","0","0","4","3",22,"0","0","0","1","0","0","0","0","0","0","9","2","0","0","0","2","3","2","1",31,5,"3","1","1","0",25,5,10,249.26,9,281.14,"0","1",68,"0",24.3,1641.35,"0",0,0,"0",0,0,"1",6.25,405,"0","0",0,"0","0","0","0","0","0","0","0","0","1",21,"1","1","1","0","0","0","0","0","0","0","0","0","1"
"972","9280-NOVHLN-U6S","5","4","1",40,"4","Junio",17,"4","4","0",7,"3","0",63,"3",8.4,0.910224,4.381776,"1","2","1",11,"1",8,0,0,0,0,0,0,0,0,"1","1",9,"3",1,"0","1",28.2,"2","0","0","4","3",24,"0","0","0","1","0","0","1","0","0","0","1","4","0","0","0","1","3","1","0",8,3,"4","3","3","0",5,2,5,178.23,4,172.53,"1","1",14,"0",9.5,131.3,"1",19,235.2,"1",39.35,507.65,"1",32.75,430,"1","24.8",321.1,"0","1","1","3","1","1","1","1","1","1",19,"1","1","1","1","1","1","1","1","0","0","0","0","0"
"973","3273-MMDMDO-Y7P","4","1","0",62,"5","Noviembre",11,"1","2","1",5,"2","0",32,"2",1.3,0.180128,0.235872,"0","5","0",-1,"-1",1,5,0,5,0,0,0,0,0,"1","3",38,"5",3,"1","1",14.1,"1","0","1","1","1",23,"1","0","0","1","0","0","1","0","0","0","9","5","0","0","1","2","1","4","0",32,5,"3","1","3","0",22,5,8,203.17,7,162.46,"0","1",63,"0",22.75,1461.6,"1",19.75,1218.8,"0",0,0,"1",30.5,1845,"0","0",0,"1","0","0","0","1","1","0","0","1","1",24,"1","1","1","0","0","0","1","1","0","0","0","0","0"
"974","5812-QQLGQA-42V","1","3","1",19,"2","Noviembre",14,"2","2","0",0,"1","0",13,"1",23.3,0.193856,2.835144,"1","3","0",-1,"-1",1,2,1,1,0,0,0,0,0,"0","2",0,"1",3,"1","0",8.4,"1","0","0","1","1",20,"1","0","0","1","0","1","0","0","0","1","9","6","1","1","1","5","1","3","0",1,1,"2","3","4","0",1,1,12,231.14,5,42.19,"1","3",14,"0",3.3,57.2,"1",28.5,442.25,"0",0,0,"1",15.25,200,"1","25.55",319.65,"0","1","1","0","1","1","1","1","1","1",19,"0","0","0","1","1","0","0","1","0","0","0","0","0"
"975","6578-HPNLCY-52E","4","4","0",33,"3","Agosto",15,"3","3","0",7,"3","0",65,"3",5.1,2.45973,0.85527,"0","5","1",18,"4",3,0,0,0,0,0,0,0,0,"0","1",5,"2",1,"1","1",20.2,"2","0","0","8","4",32,"0","0","0","1","0","0","1","1","0","0","9","3","0","1","0","1","3","1","1",15,4,"4","2","3","0",15,4,12,403.92,8,327.64,"0","3",45,"0",6,305.5,"1",20,874.75,"0",0,0,"1",24.5,1000,"0","0",0,"1","0","0","0","1","1","1","1","0","1",29,"1","1","1","0","0","1","0","0","1","0","0","0","0"
"976","1913-ZMUQDP-1UP","3","1","0",47,"4","Septiembre",15,"3","1","1",16,"5","0",148,"5",11.3,2.207568,14.516432,"0","5","1",14,"2",2,0,0,0,0,0,0,0,0,"1","1",10,"3",2,"1","0",47.4,"3","0","0","4","3",23,"1","0","0","1","0","0","0","0","0","0","9","5","0","0","1","2","4","1","0",29,5,"1","2","2","0",26,5,13,526.48,6,317.33,"0","1",59,"0",16,910.95,"0",0,0,"1",43,2490.4,"1",11.5,655,"0","0",0,"1","0","0","1","0","0","0","0","1","1",27,"1","1","1","0","1","1","1","0","1","0","0","0","1"
"977","3093-CQGCXA-9YA","2","3","1",27,"3","Julio",22,"5","5","1",0,"1","0",44,"2",6,0.69168,1.94832,"1","2","1",19,"4",3,11,1,0,0,0,0,0,10,"1","1",7,"2",0,"-1","-1",-1,"-1","-1","0","4","3",28,"0","0","0","1","0","0","0","0","0","0","9","6","1","0","1","1","4","2","0",9,3,"4","4","1","1",9,3,5,144.34,4,172.26,"1","3",35,"0",11.2,410.05,"0",0,0,"1",27.9,976.45,"0",0,0,"0","0",0,"1","1","0","2","0","0","0","0","1","1",18,"1","1","1","0","1","1","1","0","1","0","0","1","0"
"978","3622-HJXJEO-XEA","4","4","1",30,"3","Mayo",14,"2","3","0",1,"1","0",17,"1",6.5,0.193375,0.911625,"0","3","0",-1,"-1",2,7,0,0,0,0,0,0,7,"0","2",5,"2",1,"0","0",11.2,"1","0","1","4","3",26,"1","0","0","1","0","0","0","0","0","0","9","4","0","0","0","2","2","1","0",2,2,"3","1","4","1",2,2,8,222.04,4,88.84,"0","1",2,"0",2.3,2.4,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",21,"0","1","0","0","0","0","0","0","0","0","1","0","0"
"979","0172-KSFHLM-V76","3","2","0",47,"4","Noviembre",9,"1","2","0",9,"3","0",72,"3",21.1,5.362776,9.829224,"1","5","0",-1,"-1",1,0,0,0,0,0,0,0,0,"0","2",3,"2",1,"1","0",34.9,"2","1","0","4","3",30,"1","0","0","1","0","0","0","1","0","0","9","4","0","1","0","2","1","4","0",12,4,"3","3","4","1",10,3,10,272.93,5,136.61,"1","1",34,"1",8.85,317.2,"1",24.25,956.35,"0",0,0,"1",17,540,"0","0",0,"0","0","0","0","1","1","1","1","0","1",17,"1","1","1","0","0","1","0","0","1","1","0","0","0"
"980","2616-IMMTNU-V14","2","2","1",71,"6","Julio",14,"2","3","0",14,"4","0",53,"3",4.6,2.08449,0.35351,"0","2","1",16,"3",2,7,0,3,0,0,0,0,4,"0","2",25,"4",3,"1","1",29,"2","1","1","1","1",24,"1","0","0","0","0","0","0","0","0","0","9","2","1","1","1","2","2","4","0",27,5,"3","4","4","0",18,5,12,276.12,4,124.37,"0","2",50,"0",19,911.85,"1",23.25,1227.55,"1",48.8,2297.55,"1",8.75,440,"1","48.95",2193.75,"1","1","1","4","1","1","1","1","0","1",21,"1","1","1","1","1","1","1","0","1","0","0","0","0"
"981","0952-HEDWUH-ACG","3","2","1",48,"4","Marzo",14,"2","6","0",19,"5","0",186,"5",12.4,13.976784,9.087216,"1","3","1",16,"3",2,0,0,0,0,0,0,0,0,"1","1",17,"4",2,"1","0",91.7,"3","0","0","3","2",27,"0","0","1","1","0","0","0","0","0","0","9","6","1","1","1","4","3","2","0",31,5,"1","1","1","1",17,5,10,306.07,5,144.25,"1","3",57,"0",19.2,1067.95,"1",29.75,1733.7,"0",0,0,"1",10.5,580,"0","0",0,"0","1","0","0","1","1","1","1","0","1",25,"1","1","1","0","0","0","0","0","0","0","0","0","1"
"982","0942-MCKTFY-FJQ","3","4","1",59,"5","Octubre",11,"1","2","0",3,"2","0",29,"2",18.3,0.68991,4.61709,"0","4","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","3",21,"4",2,"0","0",9.3,"1","1","0","1","1",30,"1","0","0","0","0","0","0","1","0","0","2","3","0","0","0","3","3","2","0",22,5,"5","1","1","1",15,4,9,187.9,3,44.72,"0","2",44,"0",14.7,634.65,"0",0,0,"0",0,0,"1",19,815,"0","0",0,"1","0","0","0","0","0","0","0","0","1",19,"1","1","1","0","0","0","0","0","0","0","0","0","0"
"983","1431-EMZZWE-21V","5","5","0",41,"4","Mayo",19,"4","2","0",6,"3","0",93,"4",18.9,3.462669,14.114331,"0","4","0",-1,"-1",5,4,0,4,0,0,0,0,0,"1","3",17,"4",3,"1","0",43.1,"3","0","0","1","1",40,"1","0","0","1","1","0","0","1","1","0","9","6","0","0","0","2","3","3","0",11,4,"4","3","4","0",14,4,16,420.31,5,101.69,"1","1",26,"1",9.8,231.4,"1",28,807.8,"1",64.45,1533.45,"1",16.5,450,"1","77.45",1919.05,"1","1","1","3","1","1","1","1","1","1",19,"1","1","1","1","1","1","1","1","0","0","0","1","1"
"984","9807-RQWCQK-E9X","2","4","1",36,"4","Abril",18,"4","2","0",3,"2","0",60,"3",1.1,0.21318,0.44682,"0","1","0",-1,"-1",2,5,1,4,0,0,0,0,0,"0","3",9,"3",3,"1","0",27.4,"2","1","0","1","1",31,"1","0","1","1","0","0","0","1","0","1","9","4","1","0","0","5","2","4","0",4,2,"3","2","1","0",5,2,8,140.63,1,22.24,"1","3",13,"0",4.9,44.75,"1",10.5,153.5,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","0","1","1","1","0","1",20,"1","1","1","0","1","0","0","0","0","0","0","0","0"
"985","8248-AIYXAY-LML","5","4","0",46,"4","Febrero",15,"3","2","0",3,"2","0",42,"2",12.3,1.585962,3.580038,"0","5","0",-1,"-1",1,0,0,0,0,0,0,0,0,"1","1",23,"4",1,"0","1",17.9,"1","0","1","8","4",26,"1","0","0","1","0","0","0","1","0","0","9","2","1","1","1","5","1","2","1",5,2,"1","2","1","0",3,2,15,372.92,6,241.18,"0","2",23,"0",4.8,102.15,"0",0,0,"1",21.35,454.65,"0",0,0,"0","0",0,"0","0","0","0","0","0","0","0","0","1",21,"1","1","1","0","0","0","1","0","0","0","0","0","0"
"986","0144-UFVNEK-87S","5","2","0",38,"4","Noviembre",15,"3","1","0",5,"2","0",85,"4",10.7,5.939035,3.155965,"0","2","1",15,"3",4,1,0,1,0,0,0,0,0,"0","3",16,"4",1,"1","0",40.1,"3","0","1","5","3",34,"0","0","0","0","1","0","0","0","0","1","1","4","0","0","1","3","3","3","0",19,5,"2","2","4","0",19,5,10,155.3,4,98.35,"1","1",51,"0",18.6,948.4,"0",0,0,"0",0,0,"1",7,330,"0","0",0,"1","0","0","0","1","1","0","0","0","1",19,"1","1","1","0","0","1","0","0","1","0","0","0","1"
"987","0486-MCTJYA-DRP","1","1","1",77,"6","Octubre",19,"4","5","1",12,"4","0",49,"2",3.5,0.8918,0.8232,"0","2","1",20,"5",2,12,0,0,0,0,0,0,12,"1","1",7,"2",0,"-1","-1",-1,"-1","-1","1","3","2",24,"0","0","1","0","0","0","0","0","0","0","9","4","0","0","0","4","1","4","0",12,4,"2","4","4","0",10,3,7,108.9,3,51.72,"1","2",32,"0",7.3,228.95,"1",25,810.15,"0",0,0,"1",14,510,"1","32.2",1031.45,"0","1","1","2","1","1","1","1","0","1",18,"1","1","1","1","1","0","1","1","0","0","0","0","0"
"988","8648-OEELYD-BUO","4","3","0",23,"2","Marzo",15,"3","6","0",2,"2","0",26,"2",10.4,0.451568,2.252432,"0","3","0",-1,"-1",4,1,0,1,0,0,0,0,0,"1","3",3,"2",1,"1","0",10.3,"1","0","1","4","3",25,"0","0","0","1","0","0","0","0","0","0","2","4","0","0","0","3","3","3","0",5,2,"4","3","3","0",5,2,10,119.27,4,92.91,"1","1",15,"1",6.6,104.15,"0",0,0,"1",31.65,408.9,"1",17.75,225,"0","0",0,"1","0","0","4","0","0","0","0","1","1",19,"1","1","1","0","1","1","1","0","0","0","0","0","0"
"989","6365-JARJTJ-XO1","2","1","0",71,"6","Abril",12,"2","2","0",4,"2","1",12,"1",11.2,0.753984,0.590016,"1","2","1",11,"1",2,2,1,0,0,0,1,0,0,"0","2",22,"4",2,"0","0",4.6,"1","0","0","1","1",22,"1","0","0","0","1","1","0","0","0","1","9","4","0","0","1","5","4","2","0",2,2,"2","1","4","0",3,2,10,252.24,1,18.39,"1","3",6,"0",4.95,32.45,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","0","0","0","1","1","1","1","0","1",22,"0","0","1","0","0","0","0","0","0","0","0","0","0"
"990","8162-PHLLNH-12V","5","1","1",68,"6","Agosto",15,"3","6","1",31,"5","0",411,"5",8.3,10.506804,23.606196,"0","2","1",11,"1",2,2,2,0,0,0,0,0,0,"1","1",20,"4",2,"1","1",91.3,"3","0","1","1","1",13,"1","0","0","1","0","0","0","1","0","0","9","6","1","0","0","2","4","2","0",33,5,"4","1","2","0",25,5,6,154.18,6,200.07,"0","2",66,"0",40.1,2613.15,"0",0,0,"1",42.9,2845.75,"1",20,1375,"0","0",0,"1","0","0","3","0","0","1","0","0","1",11,"1","1","1","1","1","0","1","1","1","0","1","1","1"
"991","9655-AVBLHY-HSG","2","1","0",68,"6","Junio",12,"2","6","0",17,"5","0",80,"4",36.7,9.71816,19.64184,"0","3","1",13,"2",5,1,1,0,0,0,0,0,0,"1","1",44,"5",1,"1","0",42.5,"3","1","1","1","1",24,"1","0","1","0","0","0","0","0","0","0","9","4","0","0","1","3","3","4","0",37,5,"5","2","2","0",27,5,12,587.16,5,176.51,"0","2",72,"0",57.55,4268.65,"0",0,0,"0",0,0,"1",12.75,900,"0","0",0,"1","0","0","0","0","0","0","0","0","1",17,"1","1","1","0","0","0","1","0","1","0","0","0","1"
"992","6764-PDBVGZ-RPT","3","4","1",63,"5","Febrero",9,"1","1","0",19,"5","0",136,"5",3.3,0.610368,3.877632,"0","4","1",12,"2",2,10,0,0,0,0,4,0,6,"1","1",23,"4",3,"1","0",70.3,"3","1","1","1","1",24,"1","0","1","0","0","0","0","0","0","0","9","5","0","0","1","1","2","1","0",40,5,"4","4","3","0",30,5,12,948.25,9,680.4,"0","3",72,"0",39.15,2768.7,"1",30.5,2187,"0",0,0,"1",16.75,1205,"0","0",0,"1","0","0","0","1","1","0","0","0","1",21,"1","1","1","0","0","0","0","1","1","0","0","0","1"
"993","3862-IIHSHN-2R8","2","1","0",69,"6","Marzo",13,"2","1","1",19,"5","0",91,"4",8.4,3.546816,4.097184,"0","5","1",13,"2",2,1,0,1,0,0,0,0,0,"1","3",26,"5",2,"1","0",48.3,"3","1","0","7","4",23,"0","0","0","0","0","0","1","0","0","0","9","6","0","0","0","3","2","1","0",29,5,"2","2","3","0",24,5,3,112.72,4,137.33,"0","2",54,"1",11.05,633.25,"1",23.5,1205.2,"0",0,0,"1",46.25,2425,"1","42.65",2239.7,"1","1","1","3","1","1","1","1","1","1",19,"1","1","1","1","1","1","1","1","1","0","0","0","1"
"994","9171-CRNWBE-F9A","3","1","0",45,"4","Septiembre",18,"4","1","0",4,"2","0",81,"4",10.4,1.861704,6.562296,"0","2","1",19,"4",2,1,1,0,0,0,0,0,0,"0","2",14,"3",3,"1","1",32.3,"2","0","1","1","1",17,"1","1","0","0","1","0","0","0","0","1","9","5","0","0","1","1","1","4","0",24,5,"4","3","4","0",15,4,8,313.96,7,298.49,"1","3",54,"0",15,839.35,"1",18.25,997.3,"0",0,0,"0",0,0,"0","0",0,"1","0","0","1","1","1","1","1","1","1",17,"1","1","1","0","1","1","0","1","1","0","0","0","0"
"995","6437-XQJPHO-LCJ","4","4","1",19,"2","Marzo",14,"2","3","1",0,"1","0",21,"1",10.4,0.936936,1.247064,"1","2","1",13,"2",3,5,0,0,0,0,0,0,5,"0","1",0,"1",6,"0","1",9.9,"1","1","0","1","1",31,"1","0","0","0","0","0","1","1","0","0","9","4","0","0","1","3","4","3","0",1,1,"4","2","4","0",1,1,8,102.97,5,80.79,"1","1",9,"1",5,36.85,"0",0,0,"0",0,0,"0",0,0,"0","0",0,"0","1","0","0","0","0","1","0","1","1",16,"0","1","0","1","1","1","1","0","0","0","1","1","0"
"996","8750-FGAPJF-NZS","2","4","1",68,"6","Mayo",14,"2","1","1",19,"5","0",75,"4",8.6,1.9092,4.5408,"0","4","0",-1,"-1",1,3,3,0,0,0,0,0,0,"0","2",25,"4",3,"1","1",54.7,"3","0","1","1","1",21,"1","0","1","0","0","0","0","0","0","0","9","3","1","0","0","3","3","4","1",26,5,"1","2","2","0",22,5,9,329.06,7,279.08,"0","3",58,"0",14.2,801.8,"0",0,0,"0",0,0,"1",16.25,1015,"0","0",0,"1","0","0","1","0","0","0","0","0","1",22,"1","1","1","0","1","0","1","0","1","0","1","1","1"
